190304 131340.735|CONFIG|Thread-5|setFileHandlers|Now logging to E:\_CTDLGT_D17\Luyentap\Contest3\Contest3\pc2Client\bin\logs directory.
190304 131816.212|INFO|Thread-38|dumpPacket|    To: TEAM450 @ site 1
190304 131816.212|INFO|Thread-38|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3608 QUEUED_FOR_COMPUTER_JUDGEMENT 4361 min 261709200ms from TEAM450 @ site 1 id Run-624585159028756885 problem V--4885762363618617073 lang C/C++--2653330288382123202
190304 131816.212|INFO|Thread-38|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #38916 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131816.212|INFO|Thread-38|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38916, o#38916 ) handlePacket
190304 131816.212|INFO|Thread-38|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131816.212|INFO|Thread-38|dumpPacket|    To: TEAM450 @ site 1
190304 131816.212|INFO|Thread-38|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3608 QUEUED_FOR_COMPUTER_JUDGEMENT 4361 min 261709200ms from TEAM450 @ site 1 id Run-624585159028756885 problem V--4885762363618617073 lang C/C++--2653330288382123202
190304 131817.768|INFO|Thread-38|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #38916 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131825.754|INFO|Thread-39|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #38924 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131825.754|INFO|Thread-39|dumpPacket|Packet RUN_JUDGEMENT (Seq #38924, o#38924 ) recieveObject
190304 131825.754|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131825.754|INFO|Thread-39|dumpPacket|    To: TEAM450 @ site 1
190304 131825.754|INFO|Thread-39|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131825.754|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3608 JUDGED 4361 min 261709200ms from TEAM450 @ site 1 id Run-624585159028756885 problem V--4885762363618617073 lang C/C++--2653330288382123202
190304 131825.754|INFO|Thread-39|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Compilation_Error-4712972653103978018 id JudgementRecord--2714072745258195095
190304 131825.754|INFO|Thread-39|info|handlePacket start Packet[RUN_JUDGEMENT] #38924 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131825.754|INFO|Thread-39|dumpPacket|Packet RUN_JUDGEMENT (Seq #38924, o#38924 ) handlePacket
190304 131825.754|INFO|Thread-39|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131825.754|INFO|Thread-39|dumpPacket|    To: TEAM450 @ site 1
190304 131825.754|INFO|Thread-39|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131825.754|INFO|Thread-39|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3608 JUDGED 4361 min 261709200ms from TEAM450 @ site 1 id Run-624585159028756885 problem V--4885762363618617073 lang C/C++--2653330288382123202
190304 131825.754|INFO|Thread-39|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE1 @ site 1 judgement No_-_Compilation_Error-4712972653103978018 id JudgementRecord--2714072745258195095
190304 131827.068|INFO|Thread-39|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 3608 JUDGED 4361 min 261709200ms from TEAM450 @ site 1 id Run-624585159028756885 problem V--4885762363618617073 lang C/C++--2653330288382123202; runFiles=null
190304 131827.068|INFO|Thread-39|runChanged|Event not for me: sent to null but my ID is TEAM450 @ site 1
190304 131827.068|INFO|Thread-39|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #38924 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131845.358|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for V C/C++ file: C:\Users\Manh Son\Desktop\QHD\V.cpp
190304 131845.358|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #13 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131845.358|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #13 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131847.222|INFO|Thread-41|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #38926 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131847.222|INFO|Thread-41|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38926, o#38926 ) recieveObject
190304 131847.222|INFO|Thread-41|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131847.222|INFO|Thread-41|dumpPacket|    To: TEAM450 @ site 1
190304 131847.222|INFO|Thread-41|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3609 QUEUED_FOR_COMPUTER_JUDGEMENT 4362 min 261740169ms from TEAM450 @ site 1 id Run--2708158248628077034 problem V--4885762363618617073 lang C/C++--2653330288382123202
190304 131847.222|INFO|Thread-41|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #38926 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131847.222|INFO|Thread-41|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38926, o#38926 ) handlePacket
190304 131847.222|INFO|Thread-41|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131847.222|INFO|Thread-41|dumpPacket|    To: TEAM450 @ site 1
190304 131847.222|INFO|Thread-41|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3609 QUEUED_FOR_COMPUTER_JUDGEMENT 4362 min 261740169ms from TEAM450 @ site 1 id Run--2708158248628077034 problem V--4885762363618617073 lang C/C++--2653330288382123202
190304 131852.923|INFO|Thread-41|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #38926 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131900.385|INFO|Thread-42|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #38933 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131900.385|INFO|Thread-42|dumpPacket|Packet RUN_JUDGEMENT (Seq #38933, o#38933 ) recieveObject
190304 131900.385|INFO|Thread-42|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131900.385|INFO|Thread-42|dumpPacket|    To: TEAM450 @ site 1
190304 131900.385|INFO|Thread-42|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131900.385|INFO|Thread-42|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3609 JUDGED 4362 min 261740169ms from TEAM450 @ site 1 id Run--2708158248628077034 problem V--4885762363618617073 lang C/C++--2653330288382123202
190304 131900.385|INFO|Thread-42|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Time_Limit_Exceeded-3639235620865241733 id JudgementRecord-2440565761274713274
190304 131900.385|INFO|Thread-42|info|handlePacket start Packet[RUN_JUDGEMENT] #38933 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131900.385|INFO|Thread-42|dumpPacket|Packet RUN_JUDGEMENT (Seq #38933, o#38933 ) handlePacket
190304 131900.385|INFO|Thread-42|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131900.385|INFO|Thread-42|dumpPacket|    To: TEAM450 @ site 1
190304 131900.385|INFO|Thread-42|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131900.385|INFO|Thread-42|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3609 JUDGED 4362 min 261740169ms from TEAM450 @ site 1 id Run--2708158248628077034 problem V--4885762363618617073 lang C/C++--2653330288382123202
190304 131900.385|INFO|Thread-42|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Time_Limit_Exceeded-3639235620865241733 id JudgementRecord-2440565761274713274
190304 131901.813|INFO|Thread-42|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 3609 JUDGED 4362 min 261740169ms from TEAM450 @ site 1 id Run--2708158248628077034 problem V--4885762363618617073 lang C/C++--2653330288382123202; runFiles=null
190304 131901.813|INFO|Thread-42|runChanged|Event not for me: sent to null but my ID is TEAM450 @ site 1
190304 131901.813|INFO|Thread-42|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #38933 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131928.078|INFO|Thread-43|info| receiveObject(S) start got Packet[UPDATE_SETTING] #38936 SERVER0 @ site 1 -> SERVER0 @ site 0
190304 131928.078|INFO|Thread-43|dumpPacket|Packet UPDATE_SETTING (Seq #38936, o#19 ) recieveObject
190304 131928.078|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131928.078|INFO|Thread-43|dumpPacket|    To: SERVER0 @ site 0
190304 131928.078|INFO|Thread-43|dumpPacket|   key: PROBLEM is: edu.csus.ecs.pc2.core.model.Problem V
190304 131928.078|INFO|Thread-43|info|handlePacket start Packet[UPDATE_SETTING] #38936 SERVER0 @ site 1 -> SERVER0 @ site 0
190304 131928.078|INFO|Thread-43|dumpPacket|Packet UPDATE_SETTING (Seq #38936, o#19 ) handlePacket
190304 131928.078|INFO|Thread-43|dumpPacket|  From: SERVER0 @ site 1, oADMINISTRATOR1 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131928.078|INFO|Thread-43|dumpPacket|    To: SERVER0 @ site 0
190304 131928.078|INFO|Thread-43|dumpPacket|   key: PROBLEM is: edu.csus.ecs.pc2.core.model.Problem V
190304 131928.078|INFO|Thread-43|info|handlePacket end Packet[UPDATE_SETTING] #38936 SERVER0 @ site 1 -> SERVER0 @ site 0
190304 131928.078|INFO|Thread-43|info| receiveObject(S) end   got Packet[UPDATE_SETTING] #38936 SERVER0 @ site 1 -> SERVER0 @ site 0
190304 131929.758|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for V C/C++ file: C:\Users\Manh Son\Desktop\QHD\V.cpp
190304 131929.758|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #14 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131929.758|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #14 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131933.181|INFO|Thread-45|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #38937 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131933.181|INFO|Thread-45|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38937, o#38937 ) recieveObject
190304 131933.181|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131933.181|INFO|Thread-45|dumpPacket|    To: TEAM450 @ site 1
190304 131933.181|INFO|Thread-45|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3610 QUEUED_FOR_COMPUTER_JUDGEMENT 4363 min 261784790ms from TEAM450 @ site 1 id Run-4635163936561951831 problem V--4885762363618617073 lang C/C++--2653330288382123202
190304 131933.181|INFO|Thread-45|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #38937 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131933.181|INFO|Thread-45|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38937, o#38937 ) handlePacket
190304 131933.181|INFO|Thread-45|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131933.181|INFO|Thread-45|dumpPacket|    To: TEAM450 @ site 1
190304 131933.181|INFO|Thread-45|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3610 QUEUED_FOR_COMPUTER_JUDGEMENT 4363 min 261784790ms from TEAM450 @ site 1 id Run-4635163936561951831 problem V--4885762363618617073 lang C/C++--2653330288382123202
190304 131934.813|INFO|Thread-45|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #38937 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131948.183|INFO|Thread-46|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #38997 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131948.183|INFO|Thread-46|dumpPacket|Packet RUN_JUDGEMENT (Seq #38997, o#38997 ) recieveObject
190304 131948.183|INFO|Thread-46|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131948.183|INFO|Thread-46|dumpPacket|    To: TEAM450 @ site 1
190304 131948.183|INFO|Thread-46|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131948.183|INFO|Thread-46|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3610 JUDGED 4363 min 261784790ms from TEAM450 @ site 1 id Run-4635163936561951831 problem V--4885762363618617073 lang C/C++--2653330288382123202
190304 131948.183|INFO|Thread-46|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-8028836472540142573 id JudgementRecord-7373892365080617429
190304 131948.183|INFO|Thread-46|info|handlePacket start Packet[RUN_JUDGEMENT] #38997 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131948.183|INFO|Thread-46|dumpPacket|Packet RUN_JUDGEMENT (Seq #38997, o#38997 ) handlePacket
190304 131948.183|INFO|Thread-46|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131948.183|INFO|Thread-46|dumpPacket|    To: TEAM450 @ site 1
190304 131948.183|INFO|Thread-46|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131948.183|INFO|Thread-46|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3610 JUDGED 4363 min 261784790ms from TEAM450 @ site 1 id Run-4635163936561951831 problem V--4885762363618617073 lang C/C++--2653330288382123202
190304 131948.183|INFO|Thread-46|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes-8028836472540142573 id JudgementRecord-7373892365080617429
190304 131949.551|INFO|Thread-46|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 3610 JUDGED 4363 min 261784790ms from TEAM450 @ site 1 id Run-4635163936561951831 problem V--4885762363618617073 lang C/C++--2653330288382123202; runFiles=null
190304 131949.551|INFO|Thread-46|runChanged|Event not for me: sent to null but my ID is TEAM450 @ site 1
190304 131949.551|INFO|Thread-46|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #38997 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 132145.020|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for W C/C++ file: C:\Users\Manh Son\Desktop\QHD\W.cpp
190304 132145.020|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #15 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 132145.020|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #15 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 132146.668|INFO|Thread-48|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #39055 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 132146.668|INFO|Thread-48|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #39055, o#39055 ) recieveObject
190304 132146.668|INFO|Thread-48|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 132146.668|INFO|Thread-48|dumpPacket|    To: TEAM450 @ site 1
190304 132146.668|INFO|Thread-48|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3611 QUEUED_FOR_COMPUTER_JUDGEMENT 4365 min 261919816ms from TEAM450 @ site 1 id Run-3065443288343648165 problem W-8362371244547299148 lang C/C++--2653330288382123202
190304 132146.668|INFO|Thread-48|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #39055 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 132146.668|INFO|Thread-48|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #39055, o#39055 ) handlePacket
190304 132146.668|INFO|Thread-48|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 132146.668|INFO|Thread-48|dumpPacket|    To: TEAM450 @ site 1
190304 132146.668|INFO|Thread-48|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3611 QUEUED_FOR_COMPUTER_JUDGEMENT 4365 min 261919816ms from TEAM450 @ site 1 id Run-3065443288343648165 problem W-8362371244547299148 lang C/C++--2653330288382123202
190304 132152.830|INFO|Thread-48|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #39055 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 132155.303|INFO|Thread-49|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #39061 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 132155.303|INFO|Thread-49|dumpPacket|Packet RUN_JUDGEMENT (Seq #39061, o#39061 ) recieveObject
190304 132155.303|INFO|Thread-49|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 132155.303|INFO|Thread-49|dumpPacket|    To: TEAM450 @ site 1
190304 132155.303|INFO|Thread-49|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 132155.303|INFO|Thread-49|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3611 JUDGED 4365 min 261919816ms from TEAM450 @ site 1 id Run-3065443288343648165 problem W-8362371244547299148 lang C/C++--2653330288382123202
190304 132155.303|INFO|Thread-49|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer--1606628354949906621 id JudgementRecord-6116560915213407848
190304 132155.303|INFO|Thread-49|info|handlePacket start Packet[RUN_JUDGEMENT] #39061 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 132155.303|INFO|Thread-49|dumpPacket|Packet RUN_JUDGEMENT (Seq #39061, o#39061 ) handlePacket
190304 132155.303|INFO|Thread-49|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 132155.303|INFO|Thread-49|dumpPacket|    To: TEAM450 @ site 1
190304 132155.303|INFO|Thread-49|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 132155.303|INFO|Thread-49|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3611 JUDGED 4365 min 261919816ms from TEAM450 @ site 1 id Run-3065443288343648165 problem W-8362371244547299148 lang C/C++--2653330288382123202
190304 132155.303|INFO|Thread-49|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE3 @ site 1 judgement No_-_Wrong_Answer--1606628354949906621 id JudgementRecord-6116560915213407848
190304 132156.502|INFO|Thread-49|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 3611 JUDGED 4365 min 261919816ms from TEAM450 @ site 1 id Run-3065443288343648165 problem W-8362371244547299148 lang C/C++--2653330288382123202; runFiles=null
190304 132156.502|INFO|Thread-49|runChanged|Event not for me: sent to null but my ID is TEAM450 @ site 1
190304 132156.502|INFO|Thread-49|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #39061 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 132441.753|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for W C/C++ file: C:\Users\Manh Son\Desktop\QHD\W.cpp
190304 132441.768|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #16 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 132441.768|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #16 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 132443.424|INFO|Thread-51|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #39077 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 132443.424|INFO|Thread-51|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #39077, o#39077 ) recieveObject
190304 132443.424|INFO|Thread-51|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 132443.424|INFO|Thread-51|dumpPacket|    To: TEAM450 @ site 1
190304 132443.424|INFO|Thread-51|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3613 QUEUED_FOR_COMPUTER_JUDGEMENT 4368 min 262096545ms from TEAM450 @ site 1 id Run-489023773775823604 problem W-8362371244547299148 lang C/C++--2653330288382123202
190304 132443.424|INFO|Thread-51|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #39077 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 132443.424|INFO|Thread-51|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #39077, o#39077 ) handlePacket
190304 132443.424|INFO|Thread-51|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 132443.424|INFO|Thread-51|dumpPacket|    To: TEAM450 @ site 1
190304 132443.424|INFO|Thread-51|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3613 QUEUED_FOR_COMPUTER_JUDGEMENT 4368 min 262096545ms from TEAM450 @ site 1 id Run-489023773775823604 problem W-8362371244547299148 lang C/C++--2653330288382123202
190304 132446.591|INFO|Thread-51|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #39077 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 132452.632|INFO|Thread-52|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #39084 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 132452.632|INFO|Thread-52|dumpPacket|Packet RUN_JUDGEMENT (Seq #39084, o#39084 ) recieveObject
190304 132452.632|INFO|Thread-52|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 132452.632|INFO|Thread-52|dumpPacket|    To: TEAM450 @ site 1
190304 132452.632|INFO|Thread-52|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 132452.632|INFO|Thread-52|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3613 JUDGED 4368 min 262096545ms from TEAM450 @ site 1 id Run-489023773775823604 problem W-8362371244547299148 lang C/C++--2653330288382123202
190304 132452.632|INFO|Thread-52|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE4 @ site 1 judgement No_-_Wrong_Answer--1606628354949906621 id JudgementRecord--7135555419679274083
190304 132452.632|INFO|Thread-52|info|handlePacket start Packet[RUN_JUDGEMENT] #39084 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 132452.632|INFO|Thread-52|dumpPacket|Packet RUN_JUDGEMENT (Seq #39084, o#39084 ) handlePacket
190304 132452.632|INFO|Thread-52|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 132452.632|INFO|Thread-52|dumpPacket|    To: TEAM450 @ site 1
190304 132452.632|INFO|Thread-52|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 132452.632|INFO|Thread-52|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3613 JUDGED 4368 min 262096545ms from TEAM450 @ site 1 id Run-489023773775823604 problem W-8362371244547299148 lang C/C++--2653330288382123202
190304 132452.632|INFO|Thread-52|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord No by JUDGE4 @ site 1 judgement No_-_Wrong_Answer--1606628354949906621 id JudgementRecord--7135555419679274083
190304 132455.085|INFO|Thread-52|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 3613 JUDGED 4368 min 262096545ms from TEAM450 @ site 1 id Run-489023773775823604 problem W-8362371244547299148 lang C/C++--2653330288382123202; runFiles=null
190304 132455.085|INFO|Thread-52|runChanged|Event not for me: sent to null but my ID is TEAM450 @ site 1
190304 132455.085|INFO|Thread-52|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #39084 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 132802.670|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for W C/C++ file: C:\Users\Manh Son\Desktop\QHD\W.cpp
190304 132802.670|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #17 TEAM450 @ site 1 -> SERVER0 @ site 1
